Country,Branch,Product,Number of Customers,Revenue,Marketing Spend,Operational Cost,Regulatory Compliance Cost,Net Interest Margin %,Non Interest Income,Loan Quality Score,Credit Risk Score,GDP Billion USD,Inflation %,Interest Rate %,Total Cost,Profit,Profit Margin
Oman,Branch_7,Wealth Management,"4,638.00","3,528,998.68","254,249.09","1,162,991.62","186,732.10",5.95,"362,170.60",585.79,4.90,"1,203.65",2.82,1.90,"1,603,972.81","2,287,196.47",65%
Bahrain,Branch_3,Credit Card,"1,360.00","6,033,854.30","356,969.56","311,563.83","135,380.49",5.58,"322,786.01",727.53,4.70,966.47,3.70,2.14,"803,913.88","5,552,726.43",92%
Qatar,Branch_1,Home Loan,"4,032.00","9,377,735.17","740,786.17","519,497.33","79,251.91",3.98,"200,986.03",689.47,5.09,677.90,5.02,4.61,"1,339,535.41","8,239,185.79",88%
Qatar,Branch_2,Auto Loan,684.00,"1,753,713.64","496,764.75","929,238.33","197,881.37",4.62,"361,554.97",614.31,8.74,739.74,5.34,1.29,"1,623,884.45","491,384.16",28%
Oman,Branch_8,Wealth Management,"7,716.00","7,204,691.30","33,502.70","236,506.71","180,677.58",4.87,"50,149.66",661.75,6.28,599.89,3.56,1.50,"450,686.99","6,804,153.97",94%
UAE,Branch_10,Home Loan,"8,651.00","7,574,289.46","618,765.60","1,987,421.00","365,801.38",2.42,"375,014.67",392.74,7.02,754.15,3.87,3.79,"2,971,987.98","4,977,316.15",66%
Bahrain,Branch_1,Auto Loan,"2,966.00","980,857.81","414,379.06","347,431.73","301,057.69",5.71,"301,851.18",310.96,7.48,"1,486.51",5.27,4.71,"1,062,868.48","219,840.51",22%
UAE,Branch_10,Credit Card,"5,998.00","8,626,368.91","922,225.34","1,566,999.00","456,984.53",3.87,"315,411.35",812.12,9.44,672.44,3.34,0.97,"2,946,208.87","5,995,571.39",70%
Oman,Branch_2,Home Loan,"2,111.00","8,149,739.97","502,064.50","1,663,080.91","76,976.75",1.92,"33,267.19",814.41,8.54,"1,065.16",3.80,2.85,"2,242,122.16","5,940,885.00",73%
Saudi Arabia,Branch_2,SME Loan,"6,351.00","430,689.77","710,430.27","1,989,038.66","34,575.56",3.29,"309,449.37",733.38,9.35,615.49,1.09,4.62,"2,734,044.49","-1,993,905.35",-463%
Bahrain,Branch_1,Credit Card,"5,039.00","1,001,735.71","222,774.15","868,733.37","269,630.85",4.21,"247,566.89",504.77,4.09,806.64,5.76,4.49,"1,361,138.37","-111,835.77",-11%
Oman,Branch_3,Auto Loan,"4,106.00","586,356.25","762,168.70","1,750,707.15","5,508.43",3.09,"243,445.39",382.91,2.93,308.91,3.83,4.77,"2,518,384.28","-1,688,582.64",-288%
Kuwait,Branch_2,SME Loan,"1,725.00","3,413,960.96","722,350.53","1,915,928.09","394,920.88",4.65,"161,604.85",496.53,2.83,"1,192.20",4.64,4.56,"3,033,199.50","542,366.31",16%
Kuwait,Branch_8,Home Loan,990.00,"5,141,961.01","904,561.30","362,330.41","255,456.58",5.47,"4,799.33",699.43,8.72,"1,059.33",2.24,1.92,"1,522,348.29","3,624,412.05",70%
Saudi Arabia,Branch_4,SME Loan,"6,178.00","5,370,242.51","38,652.53","969,283.46","246,592.46",4.97,"211,896.06",484.36,8.48,651.73,4.28,1.44,"1,254,528.45","4,327,610.12",81%
Oman,Branch_7,Credit Card,"7,136.00","2,749,900.92","450,263.19","138,821.42","184,435.51",4.39,"201,057.20",737.75,6.85,882.30,3.30,4.56,"773,520.12","2,177,438.00",79%
Oman,Branch_8,Home Loan,"9,023.00","9,124,809.18","680,759.63","1,249,033.54","190,612.05",3.80,"211,979.90",670.16,1.57,"1,333.89",1.56,3.70,"2,120,405.22","7,216,383.86",79%
Qatar,Branch_4,Home Loan,"4,061.00","3,745,801.62","99,688.08","1,171,184.19","218,411.17",2.65,"306,385.01",646.49,3.86,257.76,5.15,2.20,"1,489,283.44","2,562,903.19",68%
Qatar,Branch_5,Wealth Management,"2,604.00","550,946.54","413,551.05","424,170.04","12,936.01",3.55,"150,653.20",811.63,7.61,"1,409.28",5.20,3.71,"850,657.10","-149,057.36",-27%
Bahrain,Branch_5,SME Loan,"8,906.00","3,072,248.40","942,435.87","1,599,847.46","46,355.16",2.82,"135,422.34",791.38,3.24,812.04,1.32,1.88,"2,588,638.49","619,032.25",20%
Oman,Branch_9,Home Loan,"3,906.00","5,357,983.28","438,754.82","93,792.07","254,998.77",5.70,"249,392.86",691.42,6.62,"1,317.55",2.95,3.12,"787,545.66","4,819,830.48",90%
Oman,Branch_7,Credit Card,"6,200.00","4,141,396.04","985,477.76","1,616,330.10","79,310.52",5.58,"296,566.52",409.59,5.88,"1,319.93",2.41,1.55,"2,681,118.38","1,756,844.18",42%
UAE,Branch_7,SME Loan,"1,819.00","2,811,040.94","61,554.87","72,757.68","390,487.49",2.20,"284,096.88",816.41,3.36,276.33,3.58,3.03,"524,800.04","2,570,337.78",91%
UAE,Branch_7,Personal Loan,"6,786.00","1,400,100.17","719,240.63","1,320,521.05","140,870.16",5.20,"440,939.23",424.92,9.41,"1,216.07",3.44,4.65,"2,180,631.84","-339,592.44",-24%
UAE,Branch_2,Wealth Management,"1,687.00","8,209,728.55","583,111.16","175,963.64","53,460.32",4.66,"384,802.89",504.92,3.31,"1,152.73",4.28,3.97,"812,535.12","7,781,996.32",95%
Oman,Branch_2,SME Loan,"7,100.00","9,961,837.90","503,036.98","517,426.53","121,428.91",5.89,"27,042.76",754.73,9.05,256.15,2.24,3.45,"1,141,892.42","8,846,988.24",89%
Kuwait,Branch_5,Personal Loan,"9,903.00","3,362,467.12","970,993.16","1,449,388.43","181,763.62",3.58,"282,174.23",414.76,5.87,"1,422.70",2.11,1.61,"2,602,145.21","1,042,496.14",31%
Saudi Arabia,Branch_7,Home Loan,996.00,"3,878,048.34","134,002.15","575,201.50","22,481.72",4.75,"209,489.29",651.23,1.83,"1,024.91",4.62,0.79,"731,685.37","3,355,852.26",87%
UAE,Branch_3,Personal Loan,"5,658.00","6,218,571.49","896,518.96","1,032,124.22","75,129.38",3.83,"181,164.60",551.81,8.50,417.79,5.88,3.70,"2,003,772.56","4,395,963.53",71%
Bahrain,Branch_3,Auto Loan,"8,569.00","7,212,570.60","692,784.21","1,832,191.57","165,304.14",1.81,"478,990.06",643.22,8.12,360.03,5.73,3.09,"2,690,279.92","5,001,280.74",69%
Saudi Arabia,Branch_3,Auto Loan,"4,747.00","3,981,092.39","262,701.09","118,276.02","158,687.83",1.71,"228,941.10",826.93,8.48,930.56,4.96,1.46,"539,664.94","3,670,368.55",92%
Qatar,Branch_5,SME Loan,"9,928.00","9,058,802.22","902,160.80","1,625,937.99","401,191.41",2.05,"359,998.01",744.60,6.74,276.48,1.34,4.71,"2,929,290.20","6,489,510.03",72%
Bahrain,Branch_9,Auto Loan,"2,532.00","5,644,039.49","432,148.44","149,238.56","422,411.46",2.83,"483,576.40",462.70,7.40,413.73,2.19,2.98,"1,003,798.46","5,123,817.43",91%
Oman,Branch_10,Auto Loan,"4,004.00","4,558,861.76","815,156.19","271,053.79","100,742.21",2.67,"76,349.07",331.50,9.16,"1,432.99",4.45,3.07,"1,186,952.19","3,448,258.64",76%
UAE,Branch_5,Wealth Management,"6,937.00","6,502,060.26","391,892.33","256,251.83","66,350.24",4.78,"28,253.51",831.87,2.15,"1,168.16",2.48,1.84,"714,494.40","5,815,819.37",89%
Saudi Arabia,Branch_7,Personal Loan,"1,549.00","9,532,758.10","851,676.17","1,988,322.52","318,910.43",4.72,"157,496.49",621.84,1.75,997.54,2.97,4.46,"3,158,909.12","6,531,345.47",69%
Saudi Arabia,Branch_5,Home Loan,"4,600.00","7,966,067.71","638,445.97","376,768.91","403,288.66",5.87,"23,177.69",395.21,2.13,471.47,5.77,4.51,"1,418,503.54","6,570,741.86",82%
Qatar,Branch_4,Wealth Management,"5,554.00","496,129.99","145,341.40","1,795,588.46","482,042.93",2.90,"59,265.54",644.91,8.83,484.07,1.43,3.72,"2,422,972.79","-1,867,577.26",-376%
Saudi Arabia,Branch_3,Personal Loan,"9,524.00","3,389,868.12","651,414.85","1,982,045.68","8,364.16",5.72,"495,863.20",323.22,6.07,779.58,5.31,0.95,"2,641,824.69","1,243,906.63",37%
Qatar,Branch_1,Wealth Management,"4,217.00","4,758,392.38","195,388.04","779,893.85","209,770.67",4.26,"480,129.27",403.14,2.58,"1,180.27",1.25,0.88,"1,185,052.56","4,053,469.09",85%
Kuwait,Branch_10,SME Loan,"8,969.00","3,213,723.96","414,863.01","1,269,476.12","368,323.98",3.73,"345,955.04",647.95,2.28,205.11,2.69,2.61,"2,052,663.11","1,507,015.89",47%
UAE,Branch_1,SME Loan,"2,128.00","7,031,856.85","174,444.11","1,562,600.68","415,136.85",4.51,"376,740.51",521.36,5.01,257.56,3.78,1.14,"2,152,181.64","5,256,415.72",75%
Bahrain,Branch_3,Home Loan,"6,945.00","8,280,064.58","26,906.04","797,437.26","35,831.54",4.66,"71,105.55",478.80,8.34,"1,331.15",2.78,1.99,"860,174.84","7,490,995.29",90%
Qatar,Branch_9,Credit Card,"3,858.00","7,340,316.44","215,827.11","340,392.00","341,904.19",2.27,"298,022.55",660.52,8.25,"1,258.29",5.79,1.27,"898,123.30","6,740,215.69",92%
Bahrain,Branch_5,Wealth Management,"6,004.00","9,894,399.54","538,690.16","878,850.23","148,024.67",4.88,"78,051.96",776.52,8.66,"1,103.09",3.52,1.90,"1,565,565.06","8,406,886.44",85%
Qatar,Branch_1,Wealth Management,"4,724.00","2,798,221.71","484,153.16","1,548,337.54","41,925.49",4.76,"189,814.69",673.23,7.92,849.39,4.67,4.74,"2,074,416.19","913,620.21",33%
Bahrain,Branch_4,Credit Card,"8,948.00","8,762,396.00","503,989.61","1,565,910.27","247,105.78",5.99,"173,327.17",554.89,1.55,388.66,4.51,3.89,"2,317,005.66","6,618,717.51",76%
Qatar,Branch_7,Auto Loan,265.00,"7,689,564.39","251,448.44","476,466.81","83,285.90",5.60,"307,366.27",662.38,7.48,332.90,5.18,1.12,"811,201.15","7,185,729.51",93%
UAE,Branch_8,Wealth Management,"4,691.00","3,685,569.70","686,735.39","366,431.97","369,818.72",4.58,"40,766.86",682.61,5.67,"1,376.99",5.32,3.51,"1,422,986.08","2,303,350.48",62%
Saudi Arabia,Branch_9,Personal Loan,689.00,"7,367,832.98","705,741.97","1,842,710.19","371,924.59",4.71,"52,627.57",726.28,7.54,697.28,3.33,0.64,"2,920,376.75","4,500,083.80",61%
Saudi Arabia,Branch_8,Wealth Management,"4,624.00","1,130,351.97","361,177.99","107,118.08","421,823.54",5.76,"305,356.03",468.88,5.36,"1,104.44",5.32,4.93,"890,119.61","545,588.39",48%
Saudi Arabia,Branch_7,Home Loan,"2,921.00","7,914,401.48","881,764.24","1,474,782.18","191,896.50",5.85,"318,422.71",362.94,5.35,793.06,4.27,2.89,"2,548,442.92","5,684,381.27",72%
Qatar,Branch_4,Auto Loan,"6,609.00","5,370,072.97","645,803.10","111,914.34","11,588.35",5.22,"170,601.33",675.03,2.14,"1,150.21",4.43,2.77,"769,305.79","4,771,368.51",89%
Qatar,Branch_10,SME Loan,"7,793.00","2,993,672.71","714,474.08","1,679,042.10","133,569.29",4.95,"74,288.69",366.60,9.15,451.30,1.87,1.58,"2,527,085.47","540,875.93",18%
Oman,Branch_6,SME Loan,"9,554.00","6,592,195.29","280,953.22","1,812,721.33","236,566.79",2.00,"443,153.88",554.11,4.37,829.94,2.23,2.56,"2,330,241.34","4,705,107.83",71%
Qatar,Branch_4,Home Loan,171.00,"6,452,037.99","5,608.58","608,889.87","348,535.58",5.24,"27,421.45",426.89,6.24,689.93,4.44,2.87,"963,034.03","5,516,425.41",85%
Kuwait,Branch_3,Credit Card,"3,680.00","2,173,913.60","866,048.73","166,392.57","194,110.09",2.64,"358,970.38",482.64,2.86,518.57,2.33,3.46,"1,226,551.39","1,306,332.59",60%
Oman,Branch_2,SME Loan,"8,062.00","400,934.41","823,312.26","971,755.38","270,343.96",4.04,"70,882.31",558.84,4.32,977.02,3.45,0.71,"2,065,411.60","-1,593,594.88",-397%
Kuwait,Branch_5,Auto Loan,368.00,"4,392,863.61","127,575.93","610,956.81","264,510.48",3.32,"319,049.58",792.90,8.84,898.07,3.45,2.04,"1,003,043.22","3,708,869.97",84%
Kuwait,Branch_10,SME Loan,"2,562.00","5,738,167.51","377,234.61","845,929.56","86,666.26",3.06,"332,164.27",674.23,2.89,844.40,2.17,2.24,"1,309,830.43","4,760,501.35",83%
Kuwait,Branch_9,Credit Card,"9,560.00","8,778,392.26","663,032.61","1,336,671.20","313,409.50",2.90,"402,325.56",394.40,2.85,968.43,3.83,1.17,"2,313,113.31","6,867,604.51",78%
Bahrain,Branch_1,Wealth Management,"1,115.00","9,289,346.28","653,850.30","435,455.55","222,429.61",5.35,"198,117.52",783.70,3.34,385.29,3.82,1.58,"1,311,735.46","8,175,728.34",88%
Bahrain,Branch_3,Home Loan,"9,375.00","5,335,171.66","861,048.58","726,764.11","404,919.76",4.96,"11,876.44",575.30,6.17,681.71,1.65,1.57,"1,992,732.45","3,354,315.65",63%
UAE,Branch_10,Auto Loan,"8,084.00","7,562,654.49","144,566.82","1,569,473.73","346,852.55",3.86,"405,713.64",412.34,5.69,622.08,2.91,4.15,"2,060,893.10","5,907,475.03",78%
Kuwait,Branch_10,Credit Card,506.00,"4,449,102.40","432,790.05","1,294,648.66","60,177.25",4.49,"222,589.94",590.09,2.58,"1,199.93",2.83,3.59,"1,787,615.96","2,884,076.38",65%
Bahrain,Branch_3,Home Loan,"7,484.00","7,486,213.35","101,738.30","666,025.47","246,935.41",5.93,"423,697.82",405.01,7.23,246.44,3.81,4.65,"1,014,699.18","6,895,211.99",92%
Qatar,Branch_7,SME Loan,"6,149.00","2,127,535.10","392,647.27","1,335,317.17","352,734.71",3.29,"388,216.49",502.03,9.17,566.51,4.75,1.89,"2,080,699.15","435,052.44",20%
Qatar,Branch_9,Wealth Management,"6,269.00","3,773,540.87","20,031.91","1,535,319.59","48,070.80",3.98,"249,655.10",743.04,2.79,"1,393.78",1.09,4.47,"1,603,422.30","2,419,773.67",64%
Kuwait,Branch_5,SME Loan,"8,082.00","6,378,857.19","898,781.70","1,193,121.45","397,286.03",3.90,"499,700.31",662.24,7.06,590.46,1.66,4.39,"2,489,189.18","4,389,368.32",69%
Saudi Arabia,Branch_3,Wealth Management,"1,085.00","279,763.86","529,408.78","494,203.73","114,892.23",5.71,"231,575.46",562.87,6.28,397.47,2.51,2.52,"1,138,504.74","-627,165.42",-224%
Kuwait,Branch_2,Wealth Management,"4,585.00","7,252,366.97","850,553.25","20,485.68","254,026.97",3.08,"348,555.81",424.54,3.96,"1,184.55",5.05,3.33,"1,125,065.90","6,475,856.88",89%
Oman,Branch_5,Wealth Management,"9,001.00","8,371,801.46","64,605.18","1,609,641.23","470,577.84",5.94,"335,232.11",455.19,6.56,262.20,3.40,3.19,"2,144,824.25","6,562,209.32",78%
Kuwait,Branch_4,Wealth Management,"2,718.00","4,051,502.44","231,320.82","1,648,814.44","287,810.45",2.87,"259,515.29",838.03,2.89,754.22,3.55,1.89,"2,167,945.71","2,143,072.02",53%
Saudi Arabia,Branch_3,Auto Loan,"6,389.00","4,534,629.93","263,083.10","1,401,256.91","214,906.95",1.99,"293,089.79",488.62,8.51,"1,311.97",3.05,1.68,"1,879,246.96","2,948,472.76",65%
Saudi Arabia,Branch_6,SME Loan,"9,703.00","8,527,693.90","389,758.04","171,630.24","8,363.49",2.36,"399,505.77",638.87,1.20,"1,440.32",3.08,1.26,"569,751.77","8,357,447.90",98%
Saudi Arabia,Branch_4,Wealth Management,"7,028.00","7,778,980.89","803,852.04","1,178,740.13","71,039.74",3.42,"286,235.02",574.86,6.10,523.73,5.89,4.27,"2,053,631.91","6,011,584.00",77%
UAE,Branch_6,Wealth Management,"5,468.00","2,952,679.94","389,625.08","1,645,620.93","291,438.62",4.42,"225,624.00",312.71,3.87,585.06,5.49,2.90,"2,326,684.63","851,619.31",29%
Saudi Arabia,Branch_2,Credit Card,"4,721.00","3,307,363.45","208,630.26","791,543.27","249,443.40",3.83,"331,379.15",819.57,8.93,937.43,4.63,2.02,"1,249,616.93","2,389,125.67",72%
Bahrain,Branch_6,Wealth Management,"9,777.00","6,820,894.50","69,665.31","412,041.45","185,095.44",3.19,"18,719.01",348.36,5.49,494.52,2.62,2.79,"666,802.20","6,172,811.31",90%
UAE,Branch_3,Home Loan,"7,666.00","5,675,661.12","84,094.29","1,183,502.05","461,991.86",4.03,"55,487.74",662.29,8.22,395.97,3.57,0.86,"1,729,588.20","4,001,560.66",71%
Kuwait,Branch_3,Personal Loan,"4,770.00","1,706,072.75","761,246.97","1,656,087.12","169,578.86",5.27,"63,587.76",746.06,9.31,753.78,4.45,0.98,"2,586,912.95","-817,252.44",-48%
Saudi Arabia,Branch_4,Personal Loan,"7,758.00","3,168,306.10","447,578.98","116,762.52","270,889.62",5.28,"213,458.06",711.80,4.01,293.92,2.97,3.92,"835,231.12","2,546,533.04",80%
Oman,Branch_4,Wealth Management,"1,103.00","9,009,834.44","727,550.22","1,201,963.41","286,513.14",4.77,"436,015.84",745.09,8.92,"1,362.49",3.62,4.56,"2,216,026.77","7,229,823.51",80%
Bahrain,Branch_3,Home Loan,"7,604.00","6,912,926.92","683,875.69","1,293,484.11","266,096.85",5.79,"322,004.00",706.85,7.54,634.46,1.73,1.94,"2,243,456.65","4,991,474.27",72%
Saudi Arabia,Branch_10,Home Loan,"2,566.00","9,861,145.75","139,685.65","1,212,686.74","241,404.77",4.16,"486,336.62",545.06,1.97,637.17,1.47,2.34,"1,593,777.16","8,753,705.21",89%
Saudi Arabia,Branch_1,Auto Loan,"2,039.00","7,693,424.05","147,173.49","1,307,066.69","171,846.55",1.53,"20,930.54",792.95,1.94,"1,228.79",1.84,2.18,"1,626,086.73","6,088,267.86",79%
UAE,Branch_1,Personal Loan,"1,735.00","9,425,546.88","756,565.31","1,270,123.11","454,838.00",2.81,"361,281.52",801.84,8.36,644.01,4.78,2.66,"2,481,526.42","7,305,301.98",78%
Oman,Branch_8,Credit Card,"9,990.00","2,240,266.88","722,661.95","278,199.69","228,147.61",2.98,"157,786.58",540.33,5.21,"1,189.18",1.95,2.36,"1,229,009.25","1,169,044.21",52%
Bahrain,Branch_2,Credit Card,"8,195.00","7,737,700.26","381,140.61","485,174.82","266,582.19",3.96,"12,619.43",566.63,5.46,435.61,5.62,2.24,"1,132,897.62","6,617,422.07",86%
Bahrain,Branch_5,SME Loan,"6,365.00","300,153.45","82,035.15","1,245,608.13","329,956.60",5.57,"413,137.42",567.11,9.02,887.68,2.84,3.47,"1,657,599.88","-944,309.01",-315%
Kuwait,Branch_7,Personal Loan,"1,995.00","6,740,524.21","17,037.53","55,032.46","38,489.74",5.27,"82,184.08",453.40,9.13,"1,199.06",1.85,1.72,"110,559.73","6,712,148.56",100%
Kuwait,Branch_3,Auto Loan,"6,624.00","4,745,894.55","291,716.16","1,276,794.15","391,737.63",2.54,"107,823.38",363.22,2.01,784.87,5.13,4.74,"1,960,247.94","2,893,469.99",61%
Bahrain,Branch_8,Personal Loan,"1,173.00","3,532,924.71","14,176.16","1,337,465.52","258,691.12",3.84,"170,892.46",444.09,4.36,293.36,3.28,1.89,"1,610,332.80","2,093,484.37",59%
Qatar,Branch_2,Personal Loan,"5,284.00","8,637,803.09","233,922.26","493,566.02","330,302.58",4.47,"394,390.20",764.26,9.06,"1,157.97",2.94,1.47,"1,057,790.86","7,974,402.43",92%
UAE,Branch_7,SME Loan,"2,502.00","8,557,250.16","422,403.24","1,204,303.00","387,145.97",5.94,"312,670.70",598.68,8.38,842.27,2.65,4.87,"2,013,852.21","6,856,068.65",80%
Oman,Branch_4,Auto Loan,"4,995.00","320,786.88","125,808.69","1,077,498.32","437,679.20",1.64,"133,165.71",767.61,7.49,611.34,2.65,1.53,"1,640,986.21","-1,187,033.62",-370%
UAE,Branch_4,Wealth Management,"7,431.00","6,134,100.71","108,756.37","536,169.27","199,149.11",3.59,"85,076.18",709.84,1.92,"1,490.63",4.32,2.92,"844,074.75","5,375,102.14",88%
Kuwait,Branch_4,Auto Loan,"9,443.00","3,741,539.02","896,955.25","936,688.54","406,657.80",5.95,"55,664.57",491.74,6.59,"1,338.89",3.70,1.98,"2,240,301.59","1,556,902.00",42%
Oman,Branch_9,Personal Loan,"2,056.00","4,215,043.91","587,542.68","1,821,056.57","133,124.26",5.90,"75,758.47",401.92,6.24,249.17,3.34,0.85,"2,541,723.51","1,749,078.87",41%
Bahrain,Branch_4,Wealth Management,"7,123.00","8,337,203.32","934,783.41","864,673.51","331,866.15",2.99,"434,204.43",611.97,2.50,971.75,3.24,4.79,"2,131,323.07","6,640,084.68",80%
Saudi Arabia,Branch_4,SME Loan,"4,007.00","3,167,413.74","349,097.03","1,267,091.47","55,840.11",1.50,"461,419.00",814.72,7.96,660.94,1.71,2.18,"1,672,028.61","1,956,804.13",62%
Qatar,Branch_6,Personal Loan,907.00,"9,436,183.23","678,759.21","89,994.63","14,915.08",4.14,"484,010.95",761.68,3.81,248.63,5.14,3.40,"783,668.92","9,136,525.26",97%
Qatar,Branch_4,Home Loan,"8,478.00","1,878,374.88","208,668.22","174,044.22","52,402.75",5.40,"417,531.21",720.11,6.59,214.69,5.63,4.38,"435,115.19","1,860,790.90",99%
Kuwait,Branch_5,Auto Loan,"4,927.00","6,660,951.99","620,248.62","180,989.99","163,094.33",2.96,"443,807.77",720.30,4.26,958.89,5.01,2.99,"964,332.94","6,140,426.82",92%
Saudi Arabia,Branch_4,Credit Card,"4,624.00","6,753,840.16","133,937.80","1,560,916.71","20,391.83",5.70,"408,235.65",590.26,1.76,616.17,3.26,3.71,"1,715,246.34","5,446,829.47",81%
Saudi Arabia,Branch_2,Personal Loan,"9,599.00","2,596,732.10","7,070.24","713,508.65","317,093.18",3.00,"479,069.83",393.24,5.72,"1,114.31",5.86,4.03,"1,037,672.07","2,038,129.86",78%
Oman,Branch_5,Personal Loan,"2,384.00","3,315,031.03","931,874.14","470,671.14","161,689.55",4.25,"422,979.82",457.05,3.76,790.75,4.09,2.22,"1,564,234.83","2,173,776.02",66%
UAE,Branch_10,Auto Loan,"5,413.00","8,364,505.08","557,119.90","1,499,702.65","369,506.15",4.75,"231,539.34",617.84,1.64,"1,196.45",4.87,3.33,"2,426,328.70","6,169,715.72",74%
Bahrain,Branch_2,Credit Card,857.00,"7,641,872.02","927,305.96","356,520.92","27,727.99",3.05,"162,303.90",473.99,2.79,"1,256.98",4.71,1.43,"1,311,554.87","6,492,621.05",85%
Saudi Arabia,Branch_5,Wealth Management,"4,987.00","3,358,049.22","337,162.37","508,055.20","112,267.28",3.08,"292,521.73",729.86,6.57,"1,054.40",4.54,0.75,"957,484.85","2,693,086.10",80%
Bahrain,Branch_5,Wealth Management,"3,954.00","5,386,169.81","331,147.14","873,244.26","206,961.70",3.61,"304,483.48",505.27,1.91,743.36,4.21,4.94,"1,411,353.10","4,279,300.19",79%
Bahrain,Branch_10,Home Loan,"3,658.00","710,634.93","403,651.73","676,247.38","194,412.52",5.26,"287,882.35",362.64,1.79,"1,485.02",2.06,0.92,"1,274,311.63","-275,794.35",-39%
Kuwait,Branch_5,Home Loan,"9,872.00","2,166,584.24","707,510.78","1,179,076.58","69,844.34",1.95,"353,656.45",730.40,9.50,598.69,2.47,2.43,"1,956,431.70","563,808.99",26%
Bahrain,Branch_10,Credit Card,"1,061.00","4,909,623.53","567,979.59","688,924.43","497,097.72",4.34,"349,789.31",683.97,1.97,868.95,5.43,0.80,"1,754,001.74","3,505,411.10",71%
Qatar,Branch_9,Home Loan,"3,947.00","951,139.98","925,728.13","798,044.24","145,797.59",4.55,"44,509.95",439.24,4.38,876.53,1.90,4.65,"1,869,569.96","-873,920.03",-92%
Qatar,Branch_1,Wealth Management,"6,826.00","8,448,990.31","30,313.70","1,728,515.48","361,910.88",4.01,"143,475.70",839.61,2.20,756.84,1.76,0.99,"2,120,740.06","6,471,725.95",77%
Saudi Arabia,Branch_10,Home Loan,"3,675.00","7,208,261.48","709,654.96","1,771,372.25","113,913.22",5.71,"445,040.23",521.75,9.45,357.84,2.42,4.04,"2,594,940.43","5,058,361.28",70%
Bahrain,Branch_5,SME Loan,"9,167.00","9,441,973.34","333,676.05","1,658,868.16","439,536.35",4.21,"295,427.49",674.25,5.33,660.12,2.81,3.72,"2,432,080.56","7,305,320.27",77%
Saudi Arabia,Branch_8,Auto Loan,"2,518.00","6,965,322.37","184,332.48","1,732,365.25","196,940.36",4.36,"164,933.82",800.75,2.00,479.75,3.77,0.70,"2,113,638.09","5,016,618.10",72%
UAE,Branch_3,Home Loan,"4,298.00","9,409,973.59","512,843.64","1,148,062.77","450,946.73",4.20,"425,378.87",385.80,7.92,"1,369.81",4.03,3.75,"2,111,853.14","7,723,499.32",82%
Bahrain,Branch_5,Credit Card,"1,101.00","5,589,674.30","507,538.47","1,299,541.77","174,208.29",4.75,"125,272.10",783.46,8.03,"1,051.99",4.95,4.86,"1,981,288.53","3,733,657.87",67%
UAE,Branch_5,SME Loan,"5,344.00","6,042,164.25","141,325.97","1,123,202.87","9,278.69",2.11,"205,190.73",687.15,9.11,574.16,1.37,2.84,"1,273,807.53","4,973,547.45",82%
